officer_id,officer_complaint_percentile,officer_unit_id,officer_unit_description,officer_unit_name,supervisor_id,supervisor_complaint_percentile,supervisor_unit_id,supervisor_unit_description,supervisor_unit_name,allegation_id
3259,84.7044,212,Detective Area - South,620,11756,52.1914,126,General Support Division,161,175984
3321,57.3629,17,District 016,016,27392,86.8366,40,Detail Unit,057,125607
3361,87.8683,13,District 012,012,32391,43.0897,183,Gang Enforcement Division,393,167676
3396,45.1798,155,Asset Forfeiture Investigation Section,196,13303,93.8405,27,Executive Officers Unit,026,65343
3339,19.5545,208,Detective Area - Central,610,24995,59.5201,171,Forensic Services Evidence Technician Section,277,149528
3394,91.5059,208,Detective Area - Central,610,13303,93.8405,27,Executive Officers Unit,026,64422
3395,74.6169,173,Gang Enforcement - Area Central,311,20913,94.9792,9,District 008,008,63336
3447,97.6462,2,District 001,001,20913,94.9792,9,District 008,008,133152
3447,97.6462,2,District 001,001,7471,85.3043,215,Detective Area - North,630,157202
3447,97.6462,2,District 001,001,7471,85.3043,215,Detective Area - North,630,157427
3451,66.5317,212,Detective Area - South,620,13273,95.8122,173,Gang Enforcement - Area Central,311,167225
3454,99.6965,119,Special Functions Support Unit,153,30568,60.7428,228,Transit Security Unit,704,4502
3472,65.7407,225,Public Transportation Section,701,12478,99.5529,188,Special Activities Section,441,156442
3494,87.8877,12,District 011,011,16617,93.7756,21,District 020,020,65435
3520,73.0732,12,District 011,011,27360,43.1776,158,Bureau Of Patrol - Area North,213,180902
3520,73.0732,12,District 011,011,27360,43.1776,158,Bureau Of Patrol - Area North,213,9507
3547,51.4692,19,District 018,018,3850,56.9371,192,Fop Detail,541,146841
3557,39.8342,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,10169
3558,94.7881,11,District 010,010,27415,97.3062,36,Airport Law Enforcement Section - South,051,48512
3640,33.8593,13,District 012,012,29882,94.1194,107,Bureau Of Patrol,142,153602
3645,71.9384,149,Narcotics Division,189,13701,42.1535,12,District 011,011,30792
3667,79.5996,3,District 002,002,18434,78.0635,142,Forensic Services Division,177,67762
3709,33.1703,74,Crime Control Strategies Section,115,3709,33.1703,74,Crime Control Strategies Section,115,160302
3709,33.1703,74,Crime Control Strategies Section,115,3709,33.1703,74,Crime Control Strategies Section,115,164936
3471,42.1535,15,District 014,014,3471,42.1535,15,District 014,014,69526
3477,67.8148,153,Gang Investigation Division,193,12628,75.2130,151,Intelligence Section,191,123514
3477,67.8148,153,Gang Investigation Division,193,12628,75.2130,151,Intelligence Section,191,124637
3537,73.5432,228,Transit Security Unit,704,32391,43.0897,183,Gang Enforcement Division,393,136702
3566,84.5172,26,District 025,025,10170,88.3077,10,District 009,009,96415
3569,61.0638,2,District 001,001,23836,51.4692,148,Bureau Of Organized Crime,188,41442
3605,99.8510,10,District 009,009,13303,93.8405,27,Executive Officers Unit,026,67719
3618,94.4895,9,District 008,008,20913,94.9792,9,District 008,008,166556
3619,80.8987,3,District 002,002,13303,93.8405,27,Executive Officers Unit,026,64422
3706,31.5884,83,Education And Training Division,124,3706,31.5884,83,Education And Training Division,124,176867
3709,33.1703,74,Crime Control Strategies Section,115,3709,33.1703,74,Crime Control Strategies Section,115,144928
3709,33.1703,74,Crime Control Strategies Section,115,3709,33.1703,74,Crime Control Strategies Section,115,19717
3724,92.7668,19,District 018,018,23492,94.2952,174,Gang Enforcement - Area South,312,27653
3733,72.9395,10,District 009,009,13303,93.8405,27,Executive Officers Unit,026,64740
3771,93.1795,19,District 018,018,24996,88.8808,156,Bureau Of Patrol - Area Central,211,146637
3771,93.1795,19,District 018,018,24996,88.8808,156,Bureau Of Patrol - Area Central,211,155288
3771,93.1795,19,District 018,018,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,141830
3850,56.9371,192,Fop Detail,541,3850,56.9371,192,Fop Detail,541,34628
3850,56.9371,192,Fop Detail,541,3850,56.9371,192,Fop Detail,541,140768
3850,56.9371,192,Fop Detail,541,3850,56.9371,192,Fop Detail,541,178866
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,159693
3743,81.1585,173,Gang Enforcement - Area Central,311,15791,61.2052,175,Gang Enforcement - Area North,313,76062
3750,64.8758,31,District Reinstatement Unit,045,12478,99.5529,188,Special Activities Section,441,146320
3771,93.1795,19,District 018,018,24996,88.8808,156,Bureau Of Patrol - Area Central,211,154305
3775,74.1622,16,District 015,015,4620,50.4681,4,District 003,003,88801
3780,80.7650,208,Detective Area - Central,610,16617,93.7756,21,District 020,020,170458
3803,27.4426,18,District 017,017,4131,49.9026,55,Special Investigations Unit,079,95205
3808,99.7249,174,Gang Enforcement - Area South,312,23492,94.2952,174,Gang Enforcement - Area South,312,67352
3808,99.7249,174,Gang Enforcement - Area South,312,6792,90.2105,19,District 018,018,68000
3808,99.7249,174,Gang Enforcement - Area South,312,6792,90.2105,19,District 018,018,63076
3808,99.7249,174,Gang Enforcement - Area South,312,23492,94.2952,174,Gang Enforcement - Area South,312,83286
3808,99.7249,174,Gang Enforcement - Area South,312,23492,94.2952,174,Gang Enforcement - Area South,312,66345
3824,97.0081,12,District 011,011,8026,78.7933,26,District 025,025,93992
3849,45.4473,206,Major Accident Investigation Unit,608,3850,56.9371,192,Fop Detail,541,146841
3849,45.4473,206,Major Accident Investigation Unit,608,3850,56.9371,192,Fop Detail,541,154123
3850,56.9371,192,Fop Detail,541,3850,56.9371,192,Fop Detail,541,146841
3850,56.9371,192,Fop Detail,541,3850,56.9371,192,Fop Detail,541,154123
3850,56.9371,192,Fop Detail,541,3850,56.9371,192,Fop Detail,541,82662
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,155802
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,151528
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,145953
3875,85.3884,26,District 025,025,27274,87.1232,204,Central Investigations Division,606,155802
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,154415
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,13008
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,147974
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,164321
3875,85.3884,26,District 025,025,10170,88.3077,10,District 009,009,148153
3881,51.0871,12,District 011,011,8026,78.7933,26,District 025,025,170275
3897,99.8624,9,District 008,008,27274,87.1232,204,Central Investigations Division,606,164101
3897,99.8624,9,District 008,008,27274,87.1232,204,Central Investigations Division,606,155726
3912,81.6514,212,Detective Area - South,620,23492,94.2952,174,Gang Enforcement - Area South,312,27653
3930,93.9681,149,Narcotics Division,189,25319,81.7202,5,District 004,004,127196
3930,93.9681,149,Narcotics Division,189,12628,75.2130,151,Intelligence Section,191,124637
3979,33.0591,20,District 019,019,14192,73.1382,86,Research And Development Division,127,151000
3995,86.6264,80,Bureau Of Internal Affairs,121,22393,81.4298,128,Records Inquiry Section,163,145601
4000,81.3267,5,District 004,004,12478,99.5529,188,Special Activities Section,441,7560
4047,78.6176,173,Gang Enforcement - Area Central,311,12478,99.5529,188,Special Activities Section,441,28060
4077,40.0520,79,Bureau Of Support Services,120,4077,40.0520,79,Bureau Of Support Services,120,77459
4077,40.0520,79,Bureau Of Support Services,120,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,77459
4077,40.0520,79,Bureau Of Support Services,120,4077,40.0520,79,Bureau Of Support Services,120,131706
4087,76.9478,25,District 024,024,27392,86.8366,40,Detail Unit,057,80843
4091,98.8728,11,District 010,010,27797,98.4563,160,Freedom Of Information Section,214,79477
4091,98.8728,11,District 010,010,27797,98.4563,160,Freedom Of Information Section,214,93652
4095,74.6055,15,District 014,014,3471,42.1535,15,District 014,014,69526
4131,49.9026,55,Special Investigations Unit,079,4131,49.9026,55,Special Investigations Unit,079,139886
4131,49.9026,55,Special Investigations Unit,079,4131,49.9026,55,Special Investigations Unit,079,136451
4131,49.9026,55,Special Investigations Unit,079,4131,49.9026,55,Special Investigations Unit,079,157741
4131,49.9026,55,Special Investigations Unit,079,4131,49.9026,55,Special Investigations Unit,079,130139
4149,84.6777,2,District 001,001,32209,56.9371,149,Narcotics Division,189,107480
4155,81.1585,6,District 005,005,6792,90.2105,19,District 018,018,71084
4157,63.3567,225,Public Transportation Section,701,30710,81.6094,3,District 002,002,53872
4178,92.2089,9,District 008,008,13273,95.8122,173,Gang Enforcement - Area Central,311,60462
4212,97.7498,21,District 020,020,30568,60.7428,228,Transit Security Unit,704,134808
4264,80.6503,212,Detective Area - South,620,12478,99.5529,188,Special Activities Section,441,27417
4264,80.6503,212,Detective Area - South,620,30412,61.4497,96,Chicago Alternative Policing Strategy (Caps) Division,135,141830
4269,95.4759,3,District 002,002,29882,94.1194,107,Bureau Of Patrol,142,176992
4281,71.3691,13,District 012,012,16617,93.7756,21,District 020,020,70167
4351,42.1535,208,Detective Area - Central,610,12628,75.2130,151,Intelligence Section,191,139195
3881,51.0871,12,District 011,011,8026,78.7933,26,District 025,025,11181
3897,99.8624,9,District 008,008,27274,87.1232,204,Central Investigations Division,606,155802
3897,99.8624,9,District 008,008,10170,88.3077,10,District 009,009,155802
3897,99.8624,9,District 008,008,27274,87.1232,204,Central Investigations Division,606,163253
3908,80.0199,2,District 001,001,12478,99.5529,188,Special Activities Section,441,146320
3930,93.9681,149,Narcotics Division,189,25319,81.7202,5,District 004,004,129274
3965,81.9710,160,Freedom Of Information Section,214,18434,78.0635,142,Forensic Services Division,177,161977
4000,81.3267,5,District 004,004,12478,99.5529,188,Special Activities Section,441,179982
4077,40.0520,79,Bureau Of Support Services,120,4077,40.0520,79,Bureau Of Support Services,120,173205
4077,40.0520,79,Bureau Of Support Services,120,4077,40.0520,79,Bureau Of Support Services,120,25572
4077,40.0520,79,Bureau Of Support Services,120,4077,40.0520,79,Bureau Of Support Services,120,168527
4091,98.8728,11,District 010,010,27797,98.4563,160,Freedom Of Information Section,214,87219
4091,98.8728,11,District 010,010,27797,98.4563,160,Freedom Of Information Section,214,88248
4091,98.8728,11,District 010,010,27797,98.4563,160,Freedom Of Information Section,214,82239
4091,98.8728,11,District 010,010,27797,98.4563,160,Freedom Of Information Section,214,94558
4103,87.6122,6,District 005,005,6792,90.2105,19,District 018,018,68000
4107,48.8080,136,Central Detention Unit,171,12478,99.5529,188,Special Activities Section,441,146320
4131,49.9026,55,Special Investigations Unit,079,4131,49.9026,55,Special Investigations Unit,079,134279
4131,49.9026,55,Special Investigations Unit,079,4131,49.9026,55,Special Investigations Unit,079,140692
4131,49.9026,55,Special Investigations Unit,079,4131,49.9026,55,Special Investigations Unit,079,95205
4178,92.2089,9,District 008,008,13273,95.8122,173,Gang Enforcement - Area Central,311,69901
4178,92.2089,9,District 008,008,13273,95.8122,173,Gang Enforcement - Area Central,311,64448
4212,97.7498,21,District 020,020,14192,73.1382,86,Research And Development Division,127,155210
4269,95.4759,3,District 002,002,29882,94.1194,107,Bureau Of Patrol,142,2741
4269,95.4759,3,District 002,002,29882,94.1194,107,Bureau Of Patrol,142,28735
4269,95.4759,3,District 002,002,29882,94.1194,107,Bureau Of Patrol,142,25190
4281,71.3691,13,District 012,012,15791,61.2052,175,Gang Enforcement - Area North,313,70167
4295,98.3761,174,Gang Enforcement - Area South,312,15791,61.2052,175,Gang Enforcement - Area North,313,76062
4351,42.1535,208,Detective Area - Central,610,12628,75.2130,151,Intelligence Section,191,130850
4351,42.1535,208,Detective Area - Central,610,12628,75.2130,151,Intelligence Section,191,131989
4362,34.3472,20,District 019,019,4362,34.3472,20,District 019,019,175961
4381,92.9540,12,District 011,011,4620,50.4681,4,District 003,003,88801
4362,34.3472,20,District 019,019,4362,34.3472,20,District 019,019,1197
4362,34.3472,20,District 019,019,4362,34.3472,20,District 019,019,126603
4447,95.8580,4,District 003,003,6792,90.2105,19,District 018,018,71084
4475,68.4116,80,Bureau Of Internal Affairs,121,13273,95.8122,173,Gang Enforcement - Area Central,311,315
4545,94.9945,174,Gang Enforcement - Area South,312,12478,99.5529,188,Special Activities Section,441,29398
79,48.5586,19,District 018,018,29722,35.0770,18,District 017,017,117607
4587,33.2932,107,Bureau Of Patrol,142,23836,51.4692,148,Bureau Of Organized Crime,188,41442
4620,50.4681,4,District 003,003,20533,56.1499,25,District 024,024,16250
4620,50.4681,4,District 003,003,4620,50.4681,4,District 003,003,16250
4620,50.4681,4,District 003,003,4620,50.4681,4,District 003,003,16850
4665,96.9126,7,District 006,006,12479,97.8258,212,Detective Area - South,620,90501
4670,51.7901,179,Special Weapons And Tactics (Swat) Unit,353,22393,81.4298,128,Records Inquiry Section,163,64617
4671,87.1232,173,Gang Enforcement - Area Central,311,13303,93.8405,27,Executive Officers Unit,026,64740
4690,74.5443,215,Detective Area - North,630,29225,84.7503,208,Detective Area - Central,610,152537
4720,88.6134,9,District 008,008,31984,90.1876,193,Detached Services - Goverment Security,542,56095
4720,88.6134,9,District 008,008,15592,95.3231,179,Special Weapons And Tactics (Swat) Unit,353,161364
4771,93.8214,212,Detective Area - South,620,1932,83.5772,16,District 015,015,169910
4824,56.4525,215,Detective Area - North,630,30568,60.7428,228,Transit Security Unit,704,134808
4881,94.5413,4,District 003,003,29882,94.1194,107,Bureau Of Patrol,142,176992
4881,94.5413,4,District 003,003,27570,48.6340,68,Office Of News Affairs,102,128890
4944,84.9681,212,Detective Area - South,620,27392,86.8366,40,Detail Unit,057,180954
4953,45.7030,3,District 002,002,14630,98.2805,6,District 005,005,151175
4966,57.7662,155,Asset Forfeiture Investigation Section,196,20913,94.9792,9,District 008,008,170665
5000,82.8016,5,District 004,004,6792,90.2105,19,District 018,018,71084
4475,68.4116,80,Bureau Of Internal Affairs,121,13273,95.8122,173,Gang Enforcement - Area Central,311,175349
4481,87.2951,212,Detective Area - South,620,23492,94.2952,174,Gang Enforcement - Area South,312,94044
4620,50.4681,4,District 003,003,4620,50.4681,4,District 003,003,88801
4620,50.4681,4,District 003,003,4620,50.4681,4,District 003,003,69141
4620,50.4681,4,District 003,003,4620,50.4681,4,District 003,003,165061
4620,50.4681,4,District 003,003,4620,50.4681,4,District 003,003,75439
4671,87.1232,173,Gang Enforcement - Area Central,311,13273,95.8122,173,Gang Enforcement - Area Central,311,108180
4699,76.1912,38,Mounted Unit,055,12478,99.5529,188,Special Activities Section,441,146320
4707,93.9551,9,District 008,008,18434,78.0635,142,Forensic Services Division,177,67762
4794,91.1047,23,District 022,022,6792,90.2105,19,District 018,018,64703
4794,91.1047,23,District 022,022,31984,90.1876,193,Detached Services - Goverment Security,542,64703
4800,67.2003,8,District 007,007,25319,81.7202,5,District 004,004,85254
4844,98.4257,6,District 005,005,1932,83.5772,16,District 015,015,158891
4855,30.6293,38,Mounted Unit,055,16870,49.7115,38,Mounted Unit,055,70160
4855,30.6293,38,Mounted Unit,055,30710,81.6094,3,District 002,002,135240
4881,94.5413,4,District 003,003,29882,94.1194,107,Bureau Of Patrol,142,2741
4955,78.9154,2,District 001,001,7253,62.6189,7,District 006,006,129983
4998,70.4024,13,District 012,012,7260,63.8073,180,Alternate Response Section,376,73294
5075,89.1254,25,District 024,024,12478,99.5529,188,Special Activities Section,441,146320
